ZIP,geometry
90211,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.38998,34.056891,0.0 -118.38998,34.067339,0.0 -118.38998,34.072288,0.0 -118.376234,34.059641,0.0 -118.38998,34.056891,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90212,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.407026,34.053592,0.0 -118.414175,34.06459,0.0 -118.38998,34.067339,0.0 -118.38998,34.056891,0.0 -118.407026,34.053592,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90220,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.233817,33.846841,0.0 -118.248664,33.857838,0.0 -118.248664,33.867736,0.0 -118.26516,33.885882,0.0 -118.26516,33.901828,0.0 -118.253613,33.902928,0.0 -118.22117,33.903478,0.0 -118.22007,33.846841,0.0 -118.233817,33.846841,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90221,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.22117,33.903478,0.0 -118.216771,33.912276,0.0 -118.185979,33.903478,0.0 -118.187628,33.885332,0.0 -118.205774,33.846841,0.0 -118.22007,33.846841,0.0 -118.22117,33.903478,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90222,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.253613,33.902928,0.0 -118.228868,33.923273,0.0 -118.216771,33.912276,0.0 -118.22117,33.903478,0.0 -118.253613,33.902928,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90230,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.385581,33.97716,0.0 -118.402077,33.983759,0.0 -118.418574,34.011802,0.0 -118.416924,34.012902,0.0 -118.387231,34.009603,0.0 -118.385581,33.97716,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90240,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.121094,33.972761,0.0 -118.0936,33.950217,0.0 -118.098549,33.944168,0.0 -118.144188,33.960664,0.0 -118.13649,33.967263,0.0 -118.121094,33.972761,0.0 -118.121094,33.972761,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90241,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.098549,33.944168,0.0 -118.090301,33.932071,0.0 -118.111196,33.917224,0.0 -118.161234,33.943618,0.0 -118.158485,33.951866,0.0 -118.144188,33.960664,0.0 -118.098549,33.944168,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90242,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.109547,33.909526,0.0 -118.143089,33.902378,0.0 -118.156286,33.917224,0.0 -118.161234,33.943618,0.0 -118.111196,33.917224,0.0 -118.109547,33.909526,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90249,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.313548,33.886982,0.0 -118.326745,33.883132,0.0 -118.334993,33.887531,0.0 -118.333344,33.89468,0.0 -118.314098,33.916675,0.0 -118.300351,33.916675,0.0 -118.313548,33.886982,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90254,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.38998,33.854539,0.0 -118.399328,33.85179,0.0 -118.409226,33.877084,0.0 -118.39163,33.872685,0.0 -118.38998,33.854539,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90255,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.192577,33.961764,0.0 -118.231618,33.961764,0.0 -118.237666,33.989257,0.0 -118.204124,33.988158,0.0 -118.189828,33.982109,0.0 -118.192577,33.961764,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90260,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.334993,33.887531,0.0 -118.331144,33.881483,0.0 -118.352589,33.872685,0.0 -118.378983,33.89468,0.0 -118.378983,33.901828,0.0 -118.378433,33.901828,0.0 -118.333344,33.89468,0.0 -118.334993,33.887531,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90262,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.228868,33.923273,0.0 -118.227219,33.938119,0.0 -118.227219,33.940319,0.0 -118.177181,33.918324,0.0 -118.185979,33.903478,0.0 -118.216771,33.912276,0.0 -118.228868,33.923273,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90263,
90265,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.648969,34.080536,0.0 -118.592882,34.072838,0.0 -118.567038,34.041495,0.0 -119.012433,34.068989,0.0 -118.9415,34.123976,0.0 -118.85462,34.121776,0.0 -118.712754,34.084935,0.0 -118.648969,34.080536,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90270,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.170582,33.97991,0.0 -118.189828,33.982109,0.0 -118.204124,33.988158,0.0 -118.182679,33.993656,0.0 -118.170582,33.97991,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90290,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.592882,34.072838,0.0 -118.648969,34.080536,0.0 -118.605529,34.141022,0.0 -118.568138,34.138272,0.0 -118.564839,34.132224,0.0 -118.592882,34.072838,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90301,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.343791,33.945268,0.0 -118.370185,33.945268,0.0 -118.371285,33.963414,0.0 -118.344341,33.971112,0.0 -118.343791,33.945268,0.0 -118.343791,33.945268,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90302,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.371285,33.963414,0.0 -118.370185,33.97881,0.0 -118.358638,33.981559,0.0 -118.334993,33.974411,0.0 -118.344341,33.971112,0.0 -118.371285,33.963414,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90303,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.317947,33.930971,0.0 -118.343791,33.930971,0.0 -118.343791,33.945268,0.0 -118.343791,33.945268,0.0 -118.317947,33.945818,0.0 -118.317947,33.930971,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90304,"<MultiGeometry><Polygon><outerBoundaryIs><LinearRing><coordinates>-118.364686,33.929871,0.0 -118.370185,33.945268,0.0 -118.343791,33.945268,0.0 -118.343791,33.930971,0.0 -118.364686,33.929871,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>-118.378433,33.923823,0.0 -118.378433,33.928772,0.0 -118.370185,33.926022,0.0 -118.378433,33.923823,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon></MultiGeometry>"
90305,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.343791,33.945268,0.0 -118.344341,33.971112,0.0 -118.334993,33.974411,0.0 -118.317947,33.971112,0.0 -118.317947,33.945818,0.0 -118.343791,33.945268,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90401,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.482908,34.012352,0.0 -118.493356,34.005204,0.0 -118.504353,34.014551,0.0 -118.490607,34.024999,0.0 -118.482908,34.012352,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90402,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.484008,34.041495,0.0 -118.510402,34.0195,0.0 -118.520299,34.026649,0.0 -118.495555,34.048643,0.0 -118.484008,34.041495,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90403,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.484008,34.041495,0.0 -118.470261,34.042045,0.0 -118.470811,34.041495,0.0 -118.490607,34.024999,0.0 -118.504353,34.014551,0.0 -118.510402,34.0195,0.0 -118.484008,34.041495,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90404,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.453215,34.028298,0.0 -118.482908,34.012352,0.0 -118.490607,34.024999,0.0 -118.470811,34.041495,0.0 -118.457614,34.031597,0.0 -118.453215,34.028298,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90501,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.298152,33.813299,0.0 -118.3075,33.80725,0.0 -118.327845,33.806701,0.0 -118.328395,33.822097,0.0 -118.327845,33.858388,0.0 -118.309149,33.858388,0.0 -118.299252,33.858388,0.0 -118.298152,33.813299,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90502,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.284955,33.846291,0.0 -118.287704,33.8089,0.0 -118.298152,33.813299,0.0 -118.299252,33.858388,0.0 -118.284955,33.846291,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90506,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.334993,33.887531,0.0 -118.326745,33.883132,0.0 -118.331144,33.881483,0.0 -118.334993,33.887531,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90601,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.028166,34.028298,0.0 -117.984726,33.974961,0.0 -118.01057,33.963414,0.0 -118.049061,33.97936,0.0 -118.068856,34.004104,0.0 -118.05456,34.022799,0.0 -118.020468,34.040945,0.0 -118.00947,34.049743,0.0 -118.028166,34.028298,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90602,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.049611,33.953516,0.0 -118.05071,33.959015,0.0 -118.049061,33.97936,0.0 -118.01057,33.963414,0.0 -118.049611,33.953516,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90606,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.05071,33.959015,0.0 -118.084253,33.965063,0.0 -118.068856,34.004104,0.0 -118.049061,33.97936,0.0 -118.05071,33.959015,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90620,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-117.984726,33.856739,0.0 -118.01112,33.831995,0.0 -118.017168,33.81,0.0 -118.036964,33.840243,0.0 -118.028716,33.866087,0.0 -118.028716,33.873235,0.0 -118.01167,33.873785,0.0 -117.984726,33.856739,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90621,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-117.976478,33.857289,0.0 -117.984726,33.856739,0.0 -118.01167,33.873785,0.0 -117.985276,33.89578,0.0 -117.976478,33.857289,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90623,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.036964,33.840243,0.0 -118.058409,33.846291,0.0 -118.028716,33.866087,0.0 -118.036964,33.840243,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90630,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.01057,33.81,0.0 -118.01112,33.799552,0.0 -118.01112,33.791854,0.0 -118.036964,33.792404,0.0 -118.063358,33.819348,0.0 -118.063358,33.824296,0.0 -118.061708,33.833644,0.0 -118.058409,33.846291,0.0 -118.036964,33.840243,0.0 -118.017168,33.81,0.0 -118.01057,33.81,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90638,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.01167,33.873785,0.0 -118.028716,33.873235,0.0 -118.028716,33.882583,0.0 -118.038063,33.917224,0.0 -118.034214,33.917224,0.0 -117.976478,33.917224,0.0 -117.976478,33.906227,0.0 -117.985276,33.89578,0.0 -118.01167,33.873785,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90660,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.084253,33.965063,0.0 -118.0936,33.950217,0.0 -118.121094,33.972761,0.0 -118.083703,34.02005,0.0 -118.05456,34.022799,0.0 -118.068856,34.004104,0.0 -118.084253,33.965063,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90680,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-117.988575,33.795703,0.0 -117.985826,33.788555,0.0 -118.01112,33.799552,0.0 -118.01057,33.81,0.0 -117.983076,33.802851,0.0 -117.988575,33.795703,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90701,
90704,"<MultiGeometry><Polygon><outerBoundaryIs><LinearRing><coordinates>-118.333344,33.299171,0.0 -118.60443,33.476779,0.0 -118.367985,33.407495,0.0 -118.333344,33.299171,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>-118.426822,32.802638,0.0 -118.606629,33.029734,0.0 -118.351489,32.822983,0.0 -118.426822,32.802638,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon></MultiGeometry>"
90706,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.146938,33.868836,0.0 -118.151337,33.878184,0.0 -118.143089,33.902378,0.0 -118.109547,33.909526,0.0 -118.108447,33.886982,0.0 -118.108447,33.865537,0.0 -118.125493,33.868836,0.0 -118.146938,33.868836,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90710,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.309149,33.776458,0.0 -118.3075,33.80725,0.0 -118.298152,33.813299,0.0 -118.287704,33.8089,0.0 -118.287155,33.797903,0.0 -118.297602,33.781956,0.0 -118.309149,33.775358,0.0 -118.309149,33.776458,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90712,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.124943,33.847391,0.0 -118.165083,33.820447,0.0 -118.167283,33.846841,0.0 -118.146938,33.868836,0.0 -118.125493,33.868836,0.0 -118.124943,33.847391,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90713,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.099099,33.845741,0.0 -118.09305,33.831995,0.0 -118.124943,33.847391,0.0 -118.125493,33.868836,0.0 -118.108447,33.865537,0.0 -118.099099,33.845741,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90716,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.063358,33.824296,0.0 -118.084253,33.831445,0.0 -118.061708,33.833644,0.0 -118.063358,33.824296,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90717,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.318497,33.774808,0.0 -118.327845,33.785805,0.0 -118.327845,33.806701,0.0 -118.3075,33.80725,0.0 -118.309149,33.776458,0.0 -118.318497,33.774808,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90720,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.036964,33.792404,0.0 -118.041913,33.780857,0.0 -118.09305,33.785805,0.0 -118.077654,33.81055,0.0 -118.063358,33.819348,0.0 -118.036964,33.792404,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90723,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.185979,33.903478,0.0 -118.177181,33.918324,0.0 -118.156286,33.917224,0.0 -118.143089,33.902378,0.0 -118.151337,33.878184,0.0 -118.187628,33.885332,0.0 -118.185979,33.903478,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90731,"<MultiGeometry><Polygon><outerBoundaryIs><LinearRing><coordinates>-118.293753,33.76656,0.0 -118.278357,33.769309,0.0 -118.311349,33.713773,0.0 -118.301451,33.757212,0.0 -118.302001,33.760511,0.0 -118.293753,33.76656,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>-118.240416,33.76491,0.0 -118.241515,33.759412,0.0 -118.248664,33.749514,0.0 -118.240416,33.76491,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon></MultiGeometry>"
90740,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.041913,33.750064,0.0 -118.041913,33.744565,0.0 -118.084802,33.731918,0.0 -118.115045,33.746765,0.0 -118.097999,33.774258,0.0 -118.09305,33.785805,0.0 -118.041913,33.780857,0.0 -118.043012,33.774808,0.0 -118.041913,33.750064,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90742,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.078204,33.72367,0.0 -118.077104,33.72422,0.0 -118.064457,33.711573,0.0 -118.078204,33.72367,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90743,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.084802,33.731368,0.0 -118.077104,33.72422,0.0 -118.078204,33.72367,0.0 -118.084802,33.731368,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90744,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.239316,33.76601,0.0 -118.240416,33.76601,0.0 -118.278357,33.769309,0.0 -118.293753,33.76656,0.0 -118.297602,33.781956,0.0 -118.287155,33.797903,0.0 -118.237666,33.800652,0.0 -118.226119,33.789655,0.0 -118.237666,33.76766,0.0 -118.239316,33.76601,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90746,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.233817,33.846841,0.0 -118.280556,33.85344,0.0 -118.26516,33.885882,0.0 -118.248664,33.867736,0.0 -118.248664,33.857838,0.0 -118.233817,33.846841,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90747,
90802,"<MultiGeometry><Polygon><outerBoundaryIs><LinearRing><coordinates>-118.167833,33.76821,0.0 -118.166733,33.762161,0.0 -118.22007,33.76546,0.0 -118.167833,33.775358,0.0 -118.167833,33.76821,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>-118.218971,33.755563,0.0 -118.241515,33.759412,0.0 -118.240416,33.76491,0.0 -118.240416,33.76601,0.0 -118.239316,33.76601,0.0 -118.218971,33.755563,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon></MultiGeometry>"
90803,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.167833,33.76821,0.0 -118.121094,33.775358,0.0 -118.115045,33.775358,0.0 -118.111746,33.774808,0.0 -118.097999,33.774258,0.0 -118.115045,33.746765,0.0 -118.166733,33.762161,0.0 -118.167833,33.76821,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90805,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.187628,33.885332,0.0 -118.151337,33.878184,0.0 -118.146938,33.868836,0.0 -118.167283,33.846841,0.0 -118.206874,33.838593,0.0 -118.205774,33.846841,0.0 -118.187628,33.885332,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90806,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.207973,33.790204,0.0 -118.204124,33.831995,0.0 -118.161234,33.811649,0.0 -118.144188,33.811649,0.0 -118.151337,33.796253,0.0 -118.167833,33.789655,0.0 -118.207973,33.790204,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90808,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.161234,33.811649,0.0 -118.165083,33.820447,0.0 -118.124943,33.847391,0.0 -118.09305,33.831995,0.0 -118.084253,33.831445,0.0 -118.063358,33.824296,0.0 -118.063358,33.819348,0.0 -118.077654,33.81055,0.0 -118.144188,33.811649,0.0 -118.161234,33.811649,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90810,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.207973,33.790204,0.0 -118.226119,33.789655,0.0 -118.237666,33.800652,0.0 -118.233817,33.846841,0.0 -118.22007,33.846841,0.0 -118.205774,33.846841,0.0 -118.206874,33.838593,0.0 -118.204124,33.831995,0.0 -118.207973,33.790204,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90813,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.226119,33.789655,0.0 -118.207973,33.790204,0.0 -118.167833,33.789655,0.0 -118.167833,33.775358,0.0 -118.167833,33.775358,0.0 -118.22007,33.76546,0.0 -118.237666,33.76766,0.0 -118.226119,33.789655,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90815,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.111746,33.774808,0.0 -118.115045,33.775358,0.0 -118.121094,33.775358,0.0 -118.122743,33.775358,0.0 -118.151337,33.796253,0.0 -118.144188,33.811649,0.0 -118.077654,33.81055,0.0 -118.09305,33.785805,0.0 -118.097999,33.774258,0.0 -118.111746,33.774808,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90822,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.248664,33.749514,0.0 -118.241515,33.759412,0.0 -118.218971,33.755563,0.0 -118.248664,33.749514,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90840,
91001,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.104598,34.194909,0.0 -118.097999,34.174564,0.0 -118.146388,34.181712,0.0 -118.171682,34.18941,0.0 -118.104598,34.194909,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
91006,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.008371,34.10363,0.0 -118.017718,34.097032,0.0 -118.025966,34.095932,0.0 -118.030915,34.107479,0.0 -118.067756,34.14817,0.0 -118.067756,34.156968,0.0 -118.024867,34.180062,0.0 -118.022667,34.180612,0.0 -118.003972,34.114078,0.0 -118.008371,34.10363,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
91007,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.030915,34.107479,0.0 -118.068306,34.120676,0.0 -118.067207,34.131124,0.0 -118.067756,34.14817,0.0 -118.030915,34.107479,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
91010,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-117.942936,34.137172,0.0 -117.985276,34.117377,0.0 -117.92479,34.165766,0.0 -117.914343,34.165216,0.0 -117.942936,34.137172,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
91011,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.024867,34.180062,0.0 -118.066107,34.179512,0.0 -118.104598,34.194909,0.0 -118.171682,34.18941,0.0 -118.188178,34.178413,0.0 -118.207973,34.187211,0.0 -118.22172,34.204806,0.0 -118.231618,34.219103,0.0 -118.238766,34.252095,0.0 -118.174981,34.281238,0.0 -117.955583,34.194359,0.0 -118.022667,34.180612,0.0 -118.024867,34.180062,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
